year,name,count,sex,rank
2008,DOMINIKA,2497,woman,26
2008,ANTONI,3030,man,26
2008,NADIA,2406,woman,27
2008,BARTŁOMIEJ,2989,man,27
2008,MILENA,2334,woman,28
2008,ADRIAN,2965,man,28
2008,MARTA,2305,woman,29
2008,MAKSYMILIAN,2948,man,29
2008,KATARZYNA,2120,woman,30
2008,TOMASZ,2888,man,30
2008,AGATA,2047,woman,31
2008,OLIWIER,2878,man,31
2008,ANTONINA,1851,woman,32
2008,HUBERT,2777,man,32
2008,LAURA,1681,woman,33
2008,KRYSTIAN,2636,man,33
2008,ROKSANA,1606,woman,34
2008,ŁUKASZ,2399,man,34
2008,MAŁGORZATA,1586,woman,35
2008,SEBASTIAN,2376,man,35
2008,MICHALINA,1492,woman,36
2008,MIŁOSZ,2252,man,36
2008,DARIA,1453,woman,37
2008,FRANCISZEK,2223,man,37
2008,JOANNA,1453,woman,38
2008,ALAN,2096,man,38
2008,SANDRA,1325,woman,39
2008,MARCIN,1881,man,39
2008,KAMILA,1312,woman,40
2008,NIKODEM,1822,man,40
2008,KORNELIA,1258,woman,41
2008,DAMIAN,1748,man,41
2008,JAGODA,1141,woman,42
2008,KONRAD,1722,man,42
2008,IGA,1069,woman,43
2008,DANIEL,1611,man,43
2008,IZABELA,974,woman,44
2008,STANISŁAW,1439,man,44
2008,OLGA,933,woman,45
2008,RAFAŁ,1278,man,45
2008,NINA,895,woman,46
2008,FABIAN,1239,man,46
2008,JUSTYNA,894,woman,47
2008,GABRIEL,1140,man,47
2008,MARCELINA,840,woman,48
2008,ERYK,1135,man,48
2008,NICOLA,836,woman,49
2008,ARTUR,1124,man,49
2008,POLA,798,woman,50
2008,PRZEMYSŁAW,1090,man,50
2009,JULIA,15825,woman,1
2009,JAKUB,14646,man,1
2009,MAJA,11666,woman,2
2009,KACPER,10282,man,2
2009,ZUZANNA,10549,woman,3
2009,SZYMON,8944,man,3
2009,WIKTORIA,9335,woman,4
2009,FILIP,8518,man,4
2009,OLIWIA,8568,woman,5
2009,MATEUSZ,8427,man,5
2009,AMELIA,7884,woman,6
2009,MICHAŁ,7260,man,6
2009,NATALIA,7589,woman,7
2009,BARTOSZ,7186,man,7
2009,ALEKSANDRA,6835,woman,8
2009,WIKTOR,5507,man,8
2009,LENA,5773,woman,9
2009,PIOTR,5428,man,9
2009,NIKOLA,5466,woman,10
2009,DAWID,5264,man,10
2009,ZOFIA,5162,woman,11
2009,ADAM,4653,man,11
2009,MARTYNA,5021,woman,12
2009,JAN,4554,man,12
2009,WERONIKA,4443,woman,13
2009,MACIEJ,4421,man,13
2009,EMILIA,4364,woman,14
2009,IGOR,4320,man,14
2009,ANNA,4305,woman,15
2009,PATRYK,4195,man,15
2009,MAGDALENA,4062,woman,16
2009,MIKOŁAJ,4181,man,16
2009,HANNA,3945,woman,17
2009,DOMINIK,3929,man,17
2009,KAROLINA,3871,woman,18
2009,OSKAR,3895,man,18
2009,GABRIELA,3755,woman,19
2009,PAWEŁ,3828,man,19
2009,ALICJA,3397,woman,20
2009,ANTONI,3677,man,20
2009,MARIA,3252,woman,21
2009,WOJCIECH,3614,man,21
2009,NADIA,3104,woman,22
2009,ALEKSANDER,3494,man,22
2009,KINGA,2904,woman,23
2009,KAMIL,3477,man,23
2009,PAULINA,2765,woman,24
2009,MARCEL,3186,man,24
2009,PATRYCJA,2666,woman,25
2009,KRZYSZTOF,3176,man,25
2009,MILENA,2659,woman,26
2009,OLIWIER,3171,man,26
2009,KLAUDIA,2547,woman,27
2009,KAROL,3103,man,27
2009,AGATA,2224,woman,28
2009,FRANCISZEK,2970,man,28
2009,LAURA,2146,woman,29
2009,MAKSYMILIAN,2941,man,29
2009,MARTA,2095,woman,30
2009,TOMASZ,2921,man,30
2009,DOMINIKA,1973,woman,31
2009,HUBERT,2875,man,31
2009,KATARZYNA,1955,woman,32
2009,BARTŁOMIEJ,2654,man,32
2009,ANTONINA,1943,woman,33
2009,ADRIAN,2605,man,33
2009,MAŁGORZATA,1632,woman,34
2009,ALAN,2588,man,34
2009,MICHALINA,1616,woman,35
2009,SEBASTIAN,2508,man,35
2009,DARIA,1429,woman,36
2009,MIŁOSZ,2320,man,36
2009,ROKSANA,1391,woman,37
2009,KRYSTIAN,2298,man,37
2009,KORNELIA,1370,woman,38
2009,ŁUKASZ,2126,man,38
2009,JOANNA,1312,woman,39
2009,NIKODEM,2056,man,39
2009,IGA,1211,woman,40
2009,GABRIEL,1894,man,40
2009,KAMILA,1198,woman,41
2009,MARCIN,1771,man,41
2009,SANDRA,1151,woman,42
2009,STANISŁAW,1731,man,42
2009,JAGODA,1115,woman,43
2009,DAMIAN,1708,man,43
2009,NINA,1111,woman,44
2009,DANIEL,1537,man,44
2009,IZABELA,1058,woman,45
2009,KONRAD,1466,man,45
2009,POLA,918,woman,46
2009,FABIAN,1344,man,46
2009,BARBARA,900,woman,47
2009,BŁAŻEJ,1185,man,47
2009,MALWINA,884,woman,48
2009,TYMOTEUSZ,1173,man,48
2009,BLANKA,856,woman,49
2009,RAFAŁ,1169,man,49
2009,JUSTYNA,846,woman,50
2009,KSAWERY,1111,man,50
2010,JULIA,15214,woman,1
2010,JAKUB,13618,man,1
2010,MAJA,12207,woman,2
2010,SZYMON,10358,man,2
2010,ZUZANNA,10154,woman,3
2010,KACPER,8781,man,3
2010,LENA,8552,woman,4
2010,FILIP,8555,man,4
2010,WIKTORIA,7791,woman,5
2010,MICHAŁ,7594,man,5
2010,AMELIA,7498,woman,6
2010,MATEUSZ,7335,man,6
2010,OLIWIA,7154,woman,7
2010,BARTOSZ,6648,man,7
2010,ALEKSANDRA,7089,woman,8
2010,ADAM,5499,man,8
2010,NATALIA,6940,woman,9
2010,WOJCIECH,5497,man,9
2010,ZOFIA,5194,woman,10
2010,WIKTOR,5284,man,10
2010,NIKOLA,4762,woman,11
2010,PIOTR,5175,man,11
2010,MARTYNA,4674,woman,12
2010,JAN,5057,man,12
2010,EMILIA,4364,woman,13
2010,DAWID,4995,man,13
2010,HANNA,4274,woman,14
2010,MIKOŁAJ,4738,man,14
2010,ALICJA,4198,woman,15
2010,IGOR,4303,man,15
2010,ANNA,4106,woman,16
2010,MACIEJ,4204,man,16
2010,GABRIELA,3781,woman,17
2010,ALEKSANDER,4190,man,17
2010,WERONIKA,3722,woman,18
2010,ANTONI,4104,man,18
2010,MARIA,3696,woman,19
2010,PATRYK,3713,man,19
2010,MAGDALENA,3531,woman,20
2010,DOMINIK,3683,man,20
2010,KAROLINA,3483,woman,21
2010,OSKAR,3508,man,21
2010,NADIA,3322,woman,22
2010,PAWEŁ,3476,man,22
2010,MILENA,2938,woman,23
2010,FRANCISZEK,3370,man,23
2010,LAURA,2389,woman,24
2010,MARCEL,3352,man,24
2010,PAULINA,2382,woman,25
2010,KRZYSZTOF,3122,man,25
2010,PATRYCJA,2232,woman,26
2010,TOMASZ,3041,man,26
2010,KINGA,2185,woman,27
2010,OLIWIER,2991,man,27
2010,AGATA,2161,woman,28
2010,KAMIL,2990,man,28
2010,MARTA,2049,woman,29
2010,MAKSYMILIAN,2934,man,29
2010,ANTONINA,2043,woman,30
2010,KAROL,2858,man,30
2010,KLAUDIA,1984,woman,31
2010,HUBERT,2714,man,31
2010,KATARZYNA,1862,woman,32
2010,ALAN,2495,man,32
2010,DOMINIKA,1771,woman,33
2010,BARTŁOMIEJ,2454,man,33
2010,MAŁGORZATA,1656,woman,34
2010,MIŁOSZ,2287,man,34
2010,MICHALINA,1621,woman,35
2010,NIKODEM,2278,man,35
2010,KORNELIA,1354,woman,36
2010,ADRIAN,2240,man,36
2010,DARIA,1352,woman,37
2010,SEBASTIAN,2240,man,37
2010,JOANNA,1339,woman,38
2010,ŁUKASZ,1973,man,38
2010,JAGODA,1288,woman,39
2010,KRYSTIAN,1951,man,39
2010,IGA,1257,woman,40
2010,STANISŁAW,1950,man,40
2010,BARBARA,1234,woman,41
2010,GABRIEL,1628,man,41
2010,NINA,1163,woman,42
2010,MARCIN,1591,man,42
2010,BLANKA,1100,woman,43
2010,DAMIAN,1435,man,43
2010,ROKSANA,1083,woman,44
2010,KSAWERY,1404,man,44
2010,SANDRA,1057,woman,45
2010,DANIEL,1328,man,45
2010,KAMILA,1049,woman,46
2010,FABIAN,1328,man,46
2010,IZABELA,1014,woman,47
2010,TYMOTEUSZ,1308,man,47
2010,POLA,987,woman,48
2010,KONRAD,1288,man,48
2010,EWA,985,woman,49
2010,BŁAŻEJ,1159,man,49
2010,LILIANA,912,woman,50
2010,JULIAN,1112,man,50
2011,JULIA,13436,woman,1
2011,JAKUB,12474,man,1
2011,MAJA,10949,woman,2
2011,SZYMON,9260,man,2
2011,LENA,10060,woman,3
2011,FILIP,8267,man,3
2011,ZUZANNA,9151,woman,4
2011,KACPER,7831,man,4
2011,WIKTORIA,7221,woman,5
2011,MICHAŁ,6478,man,5
2011,AMELIA,6777,woman,6
2011,MATEUSZ,6399,man,6
2011,ALEKSANDRA,6458,woman,7
2011,BARTOSZ,5989,man,7
2011,OLIWIA,6341,woman,8
2011,ADAM,5505,man,8
2011,NATALIA,6250,woman,9
2011,JAN,5400,man,9
2011,ZOFIA,5006,woman,10
2011,WOJCIECH,5075,man,10
2011,HANNA,4681,woman,11
2011,PIOTR,4834,man,11
2011,ALICJA,4360,woman,12
2011,WIKTOR,4595,man,12
2011,EMILIA,4085,woman,13
2011,ANTONI,4477,man,13
2011,NIKOLA,4073,woman,14
2011,IGOR,4404,man,14
2011,MARTYNA,3923,woman,15
2011,ALEKSANDER,4268,man,15
2011,ANNA,3855,woman,16
2011,MIKOŁAJ,4228,man,16
2011,MARIA,3795,woman,17
2011,DAWID,4164,man,17
2011,GABRIELA,3547,woman,18
2011,KAROL,3590,man,18
2011,NADIA,3221,woman,19
2011,MACIEJ,3531,man,19
2011,WERONIKA,3081,woman,20
2011,FRANCISZEK,3327,man,20
2011,KAROLINA,2978,woman,21
2011,MARCEL,3316,man,21
2011,MILENA,2953,woman,22
2011,PATRYK,3132,man,22
2011,MAGDALENA,2877,woman,23
2011,OSKAR,3115,man,23
2011,LAURA,2616,woman,24
2011,DOMINIK,3106,man,24
2011,ANTONINA,2309,woman,25
2011,PAWEŁ,2970,man,25
2011,PAULINA,2022,woman,26
2011,KRZYSZTOF,2779,man,26
2011,AGATA,1952,woman,27
2011,TOMASZ,2718,man,27
2011,PATRYCJA,1932,woman,28
2011,KAMIL,2703,man,28
2011,MARTA,1810,woman,29
2011,MAKSYMILIAN,2685,man,29
2011,KINGA,1730,woman,30
2011,OLIWIER,2658,man,30
2011,MICHALINA,1725,woman,31
2011,ALAN,2588,man,31
2011,KATARZYNA,1598,woman,32
2011,HUBERT,2361,man,32
2011,KLAUDIA,1594,woman,33
2011,STANISŁAW,2327,man,33
2011,MAŁGORZATA,1491,woman,34
2011,BARTŁOMIEJ,2244,man,34
2011,DOMINIKA,1407,woman,35
2011,NIKODEM,2217,man,35
2011,NINA,1367,woman,36
2011,SEBASTIAN,2134,man,36
2011,KORNELIA,1300,woman,37
2011,MIŁOSZ,2088,man,37
2011,JOANNA,1230,woman,38
2011,ADRIAN,1957,man,38
2011,IGA,1208,woman,39
2011,KRYSTIAN,1723,man,39
2011,BARBARA,1207,woman,40
2011,GABRIEL,1689,man,40
2011,POLA,1206,woman,41
2011,KSAWERY,1646,man,41
2011,JAGODA,1177,woman,42
2011,ŁUKASZ,1563,man,42
2011,LILIANA,1138,woman,43
2011,MARCIN,1357,man,43
2011,BLANKA,1035,woman,44
2011,FABIAN,1318,man,44
2011,IZABELA,1001,woman,45
2011,TYMOTEUSZ,1276,man,45
2011,HELENA,994,woman,46
2011,DAMIAN,1241,man,46
2011,EWA,974,woman,47
2011,JULIAN,1208,man,47
2011,DARIA,952,woman,48
2011,BŁAŻEJ,1175,man,48
2011,KAMILA,939,woman,49
2011,DANIEL,1118,man,49
2011,ROKSANA,917,woman,50
2011,BORYS,1081,man,50
2012,JULIA,13431,woman,1
2012,JAKUB,11438,man,1
2012,LENA,11555,woman,2
2012,KACPER,8791,man,2
2012,MAJA,9816,woman,3
2012,FILIP,8348,man,3
2012,ZUZANNA,8586,woman,4
2012,SZYMON,7947,man,4
2012,WIKTORIA,6711,woman,5
2012,JAN,6368,man,5
2012,AMELIA,6347,woman,6
2012,MICHAŁ,5954,man,6
2012,OLIWIA,6100,woman,7
2012,ANTONI,5644,man,7
2012,ALEKSANDRA,5898,woman,8
2012,MATEUSZ,5325,man,8
2012,NATALIA,5656,woman,9
2012,BARTOSZ,5231,man,9
2012,ZOFIA,5406,woman,10
2012,WOJCIECH,5046,man,10
2012,HANNA,5106,woman,11
2012,ADAM,4850,man,11
2012,ALICJA,4222,woman,12
2012,PIOTR,4530,man,12
2012,EMILIA,3885,woman,13
2012,ALEKSANDER,4349,man,13
2012,NIKOLA,3760,woman,14
2012,IGOR,4288,man,14
2012,MARIA,3729,woman,15
2012,MIKOŁAJ,4283,man,15
2012,ANNA,3677,woman,16
2012,WIKTOR,4186,man,16
2012,GABRIELA,3336,woman,17
2012,DAWID,3780,man,17
2012,MARTYNA,3335,woman,18
2012,MARCEL,3578,man,18
2012,NADIA,3110,woman,19
2012,FRANCISZEK,3522,man,19
2012,MILENA,3010,woman,20
2012,MACIEJ,3270,man,20
2012,MAGDALENA,2888,woman,21
2012,ALAN,3189,man,21
2012,WERONIKA,2688,woman,22
2012,KAROL,3000,man,22
2012,KAROLINA,2685,woman,23
2012,DOMINIK,2925,man,23
2012,LAURA,2469,woman,24
2012,OSKAR,2884,man,24
2012,ANTONINA,2274,woman,25
2012,OLIWIER,2746,man,25
2012,AGATA,1874,woman,26
2012,HUBERT,2629,man,26
2012,POLA,1842,woman,27
2012,PAWEŁ,2598,man,27
2012,KORNELIA,1747,woman,28
2012,TOMASZ,2587,man,28
2012,PAULINA,1702,woman,29
2012,KRZYSZTOF,2548,man,29
2012,KINGA,1638,woman,30
2012,PATRYK,2536,man,30
2012,PATRYCJA,1577,woman,31
2012,MAKSYMILIAN,2521,man,31
2012,MARTA,1505,woman,32
2012,KAMIL,2441,man,32
2012,MICHALINA,1479,woman,33
2012,MIŁOSZ,2440,man,33
2012,NINA,1422,woman,34
2012,STANISŁAW,2358,man,34
2012,MAŁGORZATA,1383,woman,35
2012,NIKODEM,2245,man,35
2012,IGA,1375,woman,36
2012,BARTŁOMIEJ,1962,man,36
2012,KLAUDIA,1343,woman,37
2012,SEBASTIAN,1880,man,37
2012,KATARZYNA,1341,woman,38
2012,ADRIAN,1659,man,38
2012,JOANNA,1324,woman,39
2012,GABRIEL,1592,man,39
2012,JAGODA,1306,woman,40
2012,KRYSTIAN,1540,man,40
2012,LILIANA,1275,woman,41
2012,TYMOTEUSZ,1505,man,41
2012,DOMINIKA,1195,woman,42
2012,KSAWERY,1490,man,42
2012,BARBARA,1182,woman,43
2012,JULIAN,1449,man,43
2012,BLANKA,1058,woman,44
2012,FABIAN,1355,man,44
2012,HELENA,1025,woman,45
2012,ŁUKASZ,1346,man,45
2012,MARCELINA,1009,woman,46
2012,LEON,1333,man,46
2012,IZABELA,979,woman,47
2012,TYMON,1286,man,47
2012,KAJA,955,woman,48
2012,IGNACY,1220,man,48
2012,EWA,920,woman,49
2012,BŁAŻEJ,1214,man,49
2012,ŁUCJA,864,woman,50
2012,MARCIN,1159,man,50
2013,LENA,10003,woman,1
2013,JAKUB,9619,man,1
2013,JULIA,9744,woman,2
2013,KACPER,7573,man,2
2013,ZUZANNA,8503,woman,3
2013,FILIP,6973,man,3
2013,MAJA,8134,woman,4
2013,SZYMON,6487,man,4
2013,ZOFIA,5924,woman,5
2013,JAN,6222,man,5
2013,AMELIA,5466,woman,6
2013,ANTONI,5891,man,6
2013,HANNA,5456,woman,7
2013,MICHAŁ,5058,man,7
2013,ALEKSANDRA,5381,woman,8
2013,WOJCIECH,4679,man,8
2013,WIKTORIA,5348,woman,9
2013,MATEUSZ,4411,man,9
2013,NATALIA,4868,woman,10
2013,BARTOSZ,4237,man,10
2013,OLIWIA,4858,woman,11
2013,ADAM,4193,man,11
2013,ALICJA,4279,woman,12
2013,FRANCISZEK,4142,man,12
2013,NIKOLA,3732,woman,13
2013,PIOTR,3991,man,13
2013,MARIA,3423,woman,14
2013,ALEKSANDER,3931,man,14
2013,EMILIA,3292,woman,15
2013,MIKOŁAJ,3613,man,15
2013,ANNA,3268,woman,16
2013,WIKTOR,3587,man,16
2013,NADIA,2717,woman,17
2013,IGOR,3540,man,17
2013,GABRIELA,2681,woman,18
2013,MARCEL,3342,man,18
2013,MARTYNA,2675,woman,19
2013,DAWID,2924,man,19
2013,ANTONINA,2569,woman,20
2013,ALAN,2722,man,20
2013,MILENA,2436,woman,21
2013,OLIWIER,2701,man,21
2013,MAGDALENA,2258,woman,22
2013,MACIEJ,2684,man,22
2013,LAURA,2089,woman,23
2013,OSKAR,2517,man,23
2013,WERONIKA,2058,woman,24
2013,KAROL,2450,man,24
2013,KAROLINA,1971,woman,25
2013,TOMASZ,2389,man,25
2013,POLA,1813,woman,26
2013,MAKSYMILIAN,2354,man,26
2013,AGATA,1698,woman,27
2013,DOMINIK,2301,man,27
2013,KORNELIA,1642,woman,28
2013,STANISŁAW,2293,man,28
2013,LILIANA,1497,woman,29
2013,MIŁOSZ,2217,man,29
2013,IGA,1360,woman,30
2013,PAWEŁ,2175,man,30
2013,MICHALINA,1340,woman,31
2013,HUBERT,2139,man,31
2013,PATRYCJA,1306,woman,32
2013,KRZYSZTOF,2132,man,32
2013,PAULINA,1301,woman,33
2013,KAMIL,1942,man,33
2013,KINGA,1290,woman,34
2013,PATRYK,1929,man,34
2013,NINA,1273,woman,35
2013,NIKODEM,1897,man,35
2013,JAGODA,1200,woman,36
2013,FABIAN,1766,man,36
2013,MARTA,1196,woman,37
2013,BARTŁOMIEJ,1688,man,37
2013,KATARZYNA,1126,woman,38
2013,LEON,1593,man,38
2013,JOANNA,1106,woman,39
2013,SEBASTIAN,1511,man,39
2013,MAŁGORZATA,1099,woman,40
2013,JULIAN,1427,man,40
2013,KLAUDIA,1056,woman,41
2013,TYMOTEUSZ,1321,man,41
2013,HELENA,1028,woman,42
2013,GABRIEL,1285,man,42
2013,BARBARA,953,woman,43
2013,TYMON,1239,man,43
2013,DOMINIKA,935,woman,44
2013,KRYSTIAN,1225,man,44
2013,KAJA,925,woman,45
2013,KSAWERY,1182,man,45
2013,BLANKA,912,woman,46
2013,ADRIAN,1176,man,46
2013,MARCELINA,895,woman,47
2013,IGNACY,1048,man,47
2013,IZABELA,840,woman,48
2013,ŁUKASZ,1025,man,48
2013,EWA,728,woman,49
2013,BŁAŻEJ,998,man,49
2013,ŁUCJA,721,woman,50
2013,MARCIN,952,man,50
2014,LENA,9642,woman,1
2014,JAKUB,9382,man,1
2014,ZUZANNA,8856,woman,2
2014,KACPER,7232,man,2
2014,JULIA,8572,woman,3
2014,ANTONI,7143,man,3
2014,MAJA,8055,woman,4
2014,FILIP,6903,man,4
2014,ZOFIA,6733,woman,5
2014,JAN,6817,man,5
2014,HANNA,6407,woman,6
2014,SZYMON,6112,man,6
2014,ALEKSANDRA,5935,woman,7
2014,FRANCISZEK,5139,man,7
2014,AMELIA,5586,woman,8
2014,MICHAŁ,5004,man,8
2014,NATALIA,5205,woman,9
2014,WOJCIECH,4959,man,9
2014,WIKTORIA,5149,woman,10
2014,ALEKSANDER,4896,man,10
2014,ALICJA,4932,woman,11
2014,MIKOŁAJ,4787,man,11
2014,OLIWIA,4807,woman,12
2014,ADAM,4681,man,12
2014,NIKOLA,3969,woman,13
2014,PIOTR,4149,man,13
2014,MARIA,3719,woman,14
2014,MATEUSZ,3978,man,14
2014,EMILIA,3604,woman,15
2014,BARTOSZ,3939,man,15
2014,ANNA,3265,woman,16
2014,IGOR,3795,man,16
2014,NADIA,3103,woman,17
2014,WIKTOR,3755,man,17
2014,ANTONINA,2953,woman,18
2014,MARCEL,3736,man,18
2014,GABRIELA,2808,woman,19
2014,DAWID,3021,man,19
2014,MARTYNA,2719,woman,20
2014,STANISŁAW,2798,man,20
2014,LILIANA,2543,woman,21
2014,MIŁOSZ,2713,man,21
2014,MILENA,2463,woman,22
2014,MAKSYMILIAN,2712,man,22
2014,LAURA,2261,woman,23
2014,KAROL,2684,man,23
2014,POLA,2224,woman,24
2014,ALAN,2665,man,24
2014,MAGDALENA,2175,woman,25
2014,OLIWIER,2556,man,25
2014,KAROLINA,2004,woman,26
2014,OSKAR,2549,man,26
2014,KORNELIA,1942,woman,27
2014,MACIEJ,2514,man,27
2014,WERONIKA,1855,woman,28
2014,TOMASZ,2401,man,28
2014,AGATA,1812,woman,29
2014,DOMINIK,2309,man,29
2014,IGA,1729,woman,30
2014,NIKODEM,2293,man,30
2014,JAGODA,1572,woman,31
2014,KRZYSZTOF,2160,man,31
2014,NINA,1471,woman,32
2014,PAWEŁ,2103,man,32
2014,BARBARA,1432,woman,33
2014,LEON,2051,man,33
2014,MICHALINA,1428,woman,34
2014,HUBERT,1951,man,34
2014,KINGA,1344,woman,35
2014,KAMIL,1884,man,35
2014,HELENA,1334,woman,36
2014,NATAN,1852,man,36
2014,PAULINA,1332,woman,37
2014,FABIAN,1815,man,37
2014,MARCELINA,1216,woman,38
2014,PATRYK,1669,man,38
2014,MARTA,1150,woman,39
2014,BARTŁOMIEJ,1634,man,39
2014,PATRYCJA,1133,woman,40
2014,JULIAN,1573,man,40
2014,MAŁGORZATA,1106,woman,41
2014,TYMON,1535,man,41
2014,KATARZYNA,1095,woman,42
2014,TYMOTEUSZ,1531,man,42
2014,KLAUDIA,1021,woman,43
2014,KSAWERY,1434,man,43
2014,ŁUCJA,952,woman,44
2014,IGNACY,1408,man,44
2014,JOANNA,949,woman,45
2014,SEBASTIAN,1403,man,45
2014,BLANKA,928,woman,46
2014,GABRIEL,1392,man,46
2014,KAJA,918,woman,47
2014,KRYSTIAN,1126,man,47
2014,IZABELA,875,woman,48
2014,ADRIAN,1103,man,48
2014,DOMINIKA,866,woman,49
2014,ŁUKASZ,935,man,49
2014,EWA,755,woman,50
2014,MARCIN,910,man,50